STP,2019 CCG code,2019 CCG name,Status,2019 ward name,2019 ward code,IMD: % of population living in areas rated as among the nation's most deprived,Income: % of population living in areas rated as among the nation's most deprived,Employment: % of population living in areas rated as among the nation's most deprived,Education: % of population living in areas rated as among the nation's most deprived,Health Deprivation & Disability: % of population living in areas rated as among the nation's most deprived,Crime: % of population living in areas rated as among the nation's most deprived,Barriers to Housing & Services: % of population living in areas rated as among the nation's most deprived,Living Environment: % of population living in areas rated as among the nation's most deprived,Cheek by jowl?,Digital Vulnerability decile,Financial Vulnerability decile,No. people living alone,Capacity decile,Proportion of urban LSOAs,RUC,Classification
Kent and Medway,10E,NHS Thanet CCG,Priority,Margate Central,E05005093,0.9718320926734881,0.9581287864065365,0.9855353989404398,0.9170188676056814,0.9581287864065365,1,0,0.43953621008694477,No,8,1,1113,4,1,Urban,Urban city and town
Kent and Medway,10E,NHS Thanet CCG,Priority,Northwood,E05005096,0.7069012532816602,0.5005223309163646,0.7725657113389174,0.8826888517314665,0.6475993092886609,0.9176877578447307,0,0,No,4,3,936,4,1,Urban,Urban city and town
Kent and Medway,10E,NHS Thanet CCG,Priority,Salmestone,E05005098,0.258851553774973,0.247595770328482,0.22508420343550017,0.40520731772172086,0.2792965910903901,0.28136312066795477,0.524893637765684,0.19197363989292868,No,7,2,713,4,1,Urban,Urban city and town
Kent and Medway,99J,NHS West Kent CCG,Priority,High Street,E05004996,0.2761802478475449,0.2928755088439785,0.1915671493929896,0.17325462012320328,0.07933305414460173,0.6365196873086206,0.026243290464353888,0.322857001332901,No,9,2,1475,6,1,Urban,Urban city and town
Kent and Medway,99J,NHS West Kent CCG,Priority,Shepway South,E05005004,0.5982542211174035,0.5684368079686993,0.6391865869563313,0.7626519733559743,0.09321032499759291,0.6158516197361856,0.14100414015247661,0,No,3,2,859,6,1,Urban,Urban city and town
Kent and Medway,99J,NHS West Kent CCG,Priority,Snodland East and Ham Hill,E05009585,0.23747919478182633,0.15489878542510116,0.15880510571300038,0.7873881016644174,0,0.39764170040485824,0.0276816239316239,0,No,7,2,624,8,1,Urban,Urban city and town
Kent and Medway,09E,NHS Canterbury and Coastal CCG,Exemplar,East Downs,E05009549,0,0,0,0,0,0,1,0.7668310788193828,No,9,9,256,3,0,Rural,Rural village
Kent and Medway,09E,NHS Canterbury and Coastal CCG,Exemplar,Northgate,E05010402,0.3454197182039731,0.31895200446062183,0.3162793902981474,0.68909966858582,0.3983589046416779,0.7348094525087865,0,0,No,9,3,1037,7,1,Urban,Urban city and town
Kent and Medway,10D,NHS Swale CCG,Exemplar,Queenborough and Halfway,E05009557,0.3694707620377285,0.39747102178642163,0.35080392220526635,0.68116951849086,0.3211562063703367,0.22461346147602193,0.07339848696386245,0,No,5,3,888,3,1,Urban,Urban city and town
Kent and Medway,10D,NHS Swale CCG,Exemplar,Roman,E05009558,0.4378211418376449,0.2609165923282783,0.3814406779661016,0.48076605709188214,0.14450267618198034,0.6941280107047278,0.07066570026761818,0.4263057537912578,No,4,3,906,3,1,Urban,Urban city and town
Kent and Medway,10D,NHS Swale CCG,Exemplar,Milton Regis,E05009553,0.3133384364392691,0.37662390882450725,0.3261704282742997,0.6582658718192572,0.26042309387395324,0.45552063278513594,0,0,No,5,2,668,3,1,Urban,Urban city and town
Kent and Medway,10A,NHS South Kent Coast CCG,Exemplar,Folkestone Harbour,E05010019,0.5405609979512351,0.6186615902050862,0.5478169816729946,0.6332022263710291,0.3425775978407557,0.5873270262144001,0,0.3425775978407557,No,6,2,1249,7,1,Urban,Urban city and town
Kent and Medway,10A,NHS South Kent Coast CCG,Exemplar,East Folkestone,E05010017,0.5921225505473527,0.6333507830456971,0.6098287331021854,0.606526354746971,0.34825957380497874,0.4595304647629437,0.05369925785967509,0.19199374732167204,No,6,1,1519,7,1,Urban,Urban city and town
Kent and Medway,09W,NHS Medway CCG,Exemplar,Strood South,E05002267,0.29359522596888415,0.2372420232615499,0.31366864303354697,0.5757992754389167,0.05244499325728964,0.44593051004359535,0,0.13949450493130763,No,7,3,1621,3,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Priority,Broomhill,E05008860,0.4917080097785447,0.4782804860511935,0.5691131003738856,0.9324219873454127,0.7655713737896653,0.1689710957722174,0,0,No,1,3,436,1,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Priority,Bull Farm and Pleasley Hill,E05008861,0.6406946392632797,0.5597676404220283,0.8580844056839666,0.8480368360065865,0.7983002988351527,0,0,0,No,2,2,402,1,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Priority,Carsic,E05010676,0.9355102303435852,0.858972921300807,1,0.9474295457470081,1,0.49005367943085093,0,0,No,1,2,630,1,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Priority,Leamington,E05010687,0.6792948237059265,0.6243806017293797,0.6792948237059265,0.7560952738184546,0.7712865716429107,0.46733426777747067,0,0,No,1,2,581,1,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Priority,Market Warsop,E05008873,0.3817383224021869,0.31903099979470334,0.6561848318188203,0.7215404812585764,0.7361597640168991,0.031063544716852683,0,0,No,2,4,373,1,0,Rural,Rural town and fringe
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Priority,Oak Tree,E05008879,1,1,1,1,1,0.925103330137826,0.5856351463909101,0,No,1,1,526,1,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Priority,Summit,E05010692,0.8060549021672601,0.8370810106421487,0.8734972983289787,0.9205899580763839,0.9113177309912268,0.3001497272003317,0,0,No,1,2,1045,1,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04E,NHS Mansfield and Ashfield CCG,Exemplar,Stanton Hill & Teversal,E05010691,0.3572272727272727,0.33349999999999996,0.40468181818181814,0.5009090909090909,0.38095454545454543,0.310224880382775,0.3086483253588516,0,No,2,4,418,1,1,Urban,Urban city and town
Nottingham and Nottinghamshire Health and Care,04K,NHS Nottingham City CCG,Priority,Bestwood,E05012273,0.8072062925841809,0.8380940184654883,0.817333304532438,0.788026130640861,0.8062313308482274,0.3842771798163325,0.16025198726177545,0,No,1,2,2606,8,1,Urban,Urban conurbation
Nottingham and Nottinghamshire Health and Care,04K,NHS Nottingham City CCG,Priority,Bilborough,E05012274,0.8919791851155866,0.9040610637984913,0.9439731693918536,0.8184045424117528,0.8535463952186404,0.27239401189336193,0.04796879268267057,0,No,1,2,2156,8,1,Urban,Urban conurbation
Nottingham and Nottinghamshire Health and Care,04K,NHS Nottingham City CCG,Priority,Bulwell,E05012275,0.9235106643785241,0.9189047560676636,0.9235106643785241,0.9235106643785241,0.8868135572444227,0.48055605734119555,0.2326276435142772,0.09662262422420355,No,1,1,2230,8,1,Urban,Urban conurbation
Nottingham and Nottinghamshire Health and Care,04K,NHS Nottingham City CCG,Priority,Clifton East,E05012278,0.6881066134310181,0.50154312313651,0.6356867818598235,0.9559552536284552,0.7746491066554251,0.16398114140073067,0.04773974616157406,0.008719114117460836,No,1,3,2328,8,1,Urban,Urban conurbation
Nottingham and Nottinghamshire Health and Care,04K,NHS Nottingham City CCG,Exemplar,Mapperley,E05012284,0.3852442359675624,0.36851788837653043,0.41462601367467006,0.2651178247734139,0.40457990141516936,0.3126317379551598,0.19334393385275875,0.4427956749880744,No,6,4,2656,8,1,Urban,Urban conurbation
Nottingham and Nottinghamshire Health and Care,04K,NHS Nottingham City CCG,Exemplar,Hyson Green & Arboretum,E05012281,0.6334707695629228,0.37018863247453176,0.31609023413136306,0.633370416126917,0.6970453709478801,0.8231145748372756,0.09469246269730841,0.539192214812327,No,6,1,3078,8,1,Urban,Urban conurbation
Nottingham and Nottinghamshire Health and Care,04K,NHS Nottingham City CCG,Exemplar,Berridge,E05012272,0.5338337989926639,0.5282376973014857,0.4480447032957341,0.43878543237020073,0.40330675872756877,0.47459972721917904,0,0.48165564728746874,No,6,2,2092,8,1,Urban,Urban conurbation
Nottingham and Nottinghamshire Health and Care,04H,NHS Newark and Sherwood CCG,Exemplar,Devon,E05010071,0.5678520692778688,0.610721091735263,0.6188653001826488,0.6758205586382018,0.3050602147237745,0.2858845599845565,0,0.03485103476268023,No,1,4,1387,5,1,Urban,Urban city and town
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Central,E05000976,0.4714783601565898,0.41281100478468896,0.4135183775554589,0.4862320574162679,0.6822879512831665,0.6033204654197477,0,0.0942956176598521,No,4,1,1929,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Darfield,E05000978,0.3509254425513739,0.23589245882967108,0.40916662711783963,0.48412367709173737,0.6931158938825874,0.5654095676522234,0,0,No,2,2,1261,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Dearne North,E05000981,0.7849469140723786,0.7467220457691994,0.8574481035229168,0.8950064508939095,0.8976219561853571,0.9622532693816143,0,0,No,1,1,1531,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Kingstone,E05000985,0.5869005759260516,0.49929396175659435,0.5724022462313362,0.5889965396542847,0.6502636168794625,0.9342346729035373,0,0.0636013138936672,No,2,1,1778,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Monk Bretton,E05000986,0.6394163550642171,0.5938790440578767,0.6773066424800418,0.6542962633375831,0.6704727087593801,0.5430496966689199,0,0,No,1,1,1497,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,North East,E05000987,0.4943190330392791,0.35131778943004877,0.576263790608205,0.670864999309106,0.7222915136397023,0.35076925594350666,0,0,No,2,1,1468,2,0.25,Rural,Rural town and fringe
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,St Helens,E05000993,0.7765100116170254,0.7289126786924393,0.7941045612959438,0.8994695698473651,0.8733510277840524,0.8161676320629901,0,0,No,1,1,1356,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Stairfoot,E05000994,0.7117712431461231,0.5864016371859608,0.6622142281837613,0.7623813156345838,0.7865656268393173,0.5589177844552522,0.00530091230135373,0,No,1,1,1627,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Wombwell,E05000995,0.44166254719168463,0.3674783126047185,0.47933408869193184,0.6323292021925814,0.7344487267541308,0.37811815091714823,0,0,No,3,1,1520,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02P,NHS Barnsley CCG,Priority,Worsbrough,E05000996,0.6154566913028817,0.5557258470196076,0.7264766527178148,0.6582283484154141,0.8828299216689975,0.7505478195014897,0,0,No,1,2,1354,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,02Q,NHS Bassetlaw CCG,Priority,Langold,E05006388,0.45999300908818525,0.36510436432637566,0.6252162189154099,0.9755977229601517,0.8368900429441725,0.29235294117647054,0,0,No,5,1,283,3,0,Rural,Rural town and fringe
South Yorkshire and Bassetlaw,02Q,NHS Bassetlaw CCG,Priority,Worksop South East,E05006401,0.8168778667495918,0.6915299696804789,0.8803551031880349,1,0.8471471543305485,0.5662352962282994,0,0,No,4,1,1034,3,1,Urban,Urban city and town
South Yorkshire and Bassetlaw,02X,NHS Doncaster CCG,Priority,Edlington & Warmsworth,E05010735,0.5289061059654976,0.449075106448356,0.46517141477547075,0.6642645186778455,0.4311518370571967,0.7181688687941706,0,0,No,2,1,1386,2,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,03L,NHS Rotherham CCG,Exemplar,Maltby,E05001026,0.5603248830913119,0.46817687215824444,0.6368760012262998,0.5713142997784888,0.8294018334045795,0.5269518245527676,0,0,No,1,1,1492,4,1,Urban,Urban city and town
South Yorkshire and Bassetlaw,03L,NHS Rotherham CCG,Exemplar,Wath,E05001036,0.2634630172587496,0.21854832408781932,0.5600155850991647,0.2814629843614427,0.6961954264519019,0.2909008105073998,0,0,No,3,2,1636,4,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,03L,NHS Rotherham CCG,Exemplar,Rotherham West,E05001030,0.6469249935693416,0.6228875767359897,0.6858366190478019,0.640191998341466,0.7385171477822866,0.8317267565295177,0,0.1524906803444529,No,3,1,1650,4,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,03L,NHS Rotherham CCG,Exemplar,Boston Castle,E05001019,0.4902540918530434,0.5137328863295185,0.5856638665367719,0.4885603195129646,0.6546836592832453,0.3585506814265754,0.060223652141353966,0.12875096640884207,No,4,1,1858,4,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,03L,NHS Rotherham CCG,Exemplar,Swinton,E05001033,0.41590632887725526,0.3579956997288959,0.5267593717864821,0.4505618397681593,0.6523593063475741,0.41350612321211555,0.029732167897541364,0.02001378891277927,No,2,2,1475,4,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,03L,NHS Rotherham CCG,Exemplar,Valley,E05001034,0.7182656651136256,0.710264333935533,0.7182656651136256,0.6951039169665153,0.7182656651136256,0.5272533692317701,0,0.044171591858795024,Yes,2,1,1491,4,1,Urban,Urban conurbation
South Yorkshire and Bassetlaw,03N,NHS Sheffield CCG,Exemplar,Park and Arbourthorne,E05010876,0.6708718983182899,0.6332386132006245,0.6379023466636067,0.6829171586376003,0.6887901591720997,0.7152034872309007,0.03975844856274025,0,No,1,1,2927,8,1,Urban,Urban conurbation
The Black Country and West Birmingham,05Y,NHS Walsall CCG,Priority,Birchills Leamore,E05001304,0.9002850453018425,0.8839789270080423,0.8729486918456683,0.9104341285192349,0.7776254991120612,0.3726650604590134,0.008720887486285021,0.34158678045856095,No,1,1,2036,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,05Y,NHS Walsall CCG,Priority,Blakenall,E05001305,0.9865334269842284,1,0.950798833172581,1,0.8989027386165434,0.586539812272524,0,0.3200919817582395,No,1,1,1345,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,05Y,NHS Walsall CCG,Priority,Pleck,E05001314,0.8906657959425075,0.9241578208074324,0.8379025302340481,0.7549503440797944,0.6875174812250103,0.38202375598366156,0.05363640284135364,0.6965558136239581,No,1,1,1582,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,05Y,NHS Walsall CCG,Exemplar,Willenhall South,E05001320,0.7206021866496702,0.7473489630573872,0.6924544345843648,0.7204918736057656,0.5859090407667982,0.46968260485867674,0.02196991518152622,0.1876101598313436,No,1,1,1939,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,05Y,NHS Walsall CCG,Exemplar,St Matthew's,E05001316,0.6560384639716581,0.6560384639716581,0.674259904838962,0.3367219053517262,0.6193327073614954,0.507322205685023,0.05397308987024402,0.3949066536144879,No,2,2,2594,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,06A,NHS Wolverhampton CCG,Exemplar,Park,E05001333,0.42580410501586774,0.4016867246424597,0.49512199645550836,0.020288092981082292,0.5090543213947162,0.1740446358653093,0.06442031076124137,0.6520372583769526,No,3,3,2012,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,06A,NHS Wolverhampton CCG,Exemplar,St Peter's,E05001335,0.8307313387084125,0.8292040035073461,0.7124343263685422,0.7684802212764743,0.555735081303421,0.2500823370901858,0.33499361976660463,0.15848357179010097,No,2,1,1955,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,06A,NHS Wolverhampton CCG,Exemplar,Bilston North,E05001322,0.5266457251533218,0.5641765497788319,0.5931722118939248,0.5624166079022159,0.48030429301023564,0.15870568626193984,0.030938094322285614,0.1677680193174776,No,1,2,1312,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,06A,NHS Wolverhampton CCG,Exemplar,Spring Vale,E05001336,0.4452993595098858,0.5692706302794022,0.5080699433769609,0.4712183235867446,0.38042467279309383,0.015086094866796617,0,0.1261675020885547,No,1,2,1483,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,06A,NHS Wolverhampton CCG,Exemplar,Ettingshall,E05001327,0.7430171532240116,0.8374139732996786,0.7062709696684574,0.7284415610025439,0.37440989134507296,0.25629871794510634,0.1684817607901357,0.26055828969200817,No,1,1,1744,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,06A,NHS Wolverhampton CCG,Exemplar,Blakenhall,E05001323,0.41792481316524493,0.5012119923875514,0.42796978859165724,0.4013431044963507,0.3439265295419419,0.1595336382020954,0,0.146520364094353,No,1,1,1123,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,06A,NHS Wolverhampton CCG,Exemplar,Wednesfield North,E05001339,0.3477672470909768,0.36404923599320876,0.4204832498240092,0.4103322083730175,0.5340800861319309,0,0,0.028565106215578277,No,1,3,1534,2,1,Urban,Urban conurbation
The Black Country and West Birmingham,05C,NHS Dudley CCG,Exemplar,Lye and Stourbridge North,E05001249,0.40325496168084285,0.44436747597056625,0.4754301361495953,0.40503803026738805,0.2606922210253934,0.3003497629040845,0,0.19335966356729273,No,1,2,1618,3,1,Urban,Urban conurbation
The Black Country and West Birmingham,05C,NHS Dudley CCG,Exemplar,Coseley East,E05001241,0.26359392222029837,0.2961737268630937,0.36658319151002755,0.5897908334987352,0.2228248246388256,0.1808542760254564,0,0.2963046406837924,No,1,2,1587,3,1,Urban,Urban conurbation
The Black Country and West Birmingham,05L,NHS Sandwell and West Birmingham CCG,Exemplar,Handsworth,E05011142,0.9702524133565437,0.9555823706282639,0.8418235313715529,0.7799476932559283,0.41482184056437976,0.6545826704758415,0.7623797486277808,0.9545476882584687,No,2,1,823,5,1,Urban,Urban conurbation
The Black Country and West Birmingham,05L,NHS Sandwell and West Birmingham CCG,Exemplar,Blackheath,E05001261,0.4773380046645266,0.5049194425023092,0.48563131867290643,0.43627154281514896,0.39806605867913264,0.04710508453816591,0.007141471928633754,0.40110004235839275,No,1,1,1530,1,1,Urban,Urban conurbation
The Black Country and West Birmingham,05L,NHS Sandwell and West Birmingham CCG,Exemplar,Ladywood,E05011151,0.47086040061513906,0.46892976258265445,0.38352362746123425,0.15223539916251214,0.5060545490464957,0.330852246535969,0.8798642665396103,0.6939409962309172,No,4,2,6478,5,1,Urban,Urban conurbation
The Black Country and West Birmingham,05L,NHS Sandwell and West Birmingham CCG,Exemplar,Perry Barr,E05011160,0.13668958667970588,0.06223695611417103,0.05933403596601013,0,0.11954036675398903,0.08760951188986232,0.34935192269689336,0.987793446261268,No,2,2,1889,5,1,Urban,Urban conurbation
Northamptonshire,03V,NHS Corby CCG,Priority,Beanfield,E05010264,0.32852776496936953,0.15358441472893747,0.33963177656280874,0.8801883933864699,0.6161471576312496,0.16809136420525653,0.06562545286871746,0,No,3,3,831,1,1,Urban,Urban city and town
Northamptonshire,03V,NHS Corby CCG,Priority,Central,E05010265,0.8004768017604988,0.4538694296717402,0.7537593984962405,0.8893728222996515,0.9050522648083623,0.7770309921144325,0.028158811663304594,0,No,4,2,529,1,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Avondale Grange,E05005988,0.7068614188866907,0.6859815934130378,0.6815410238566256,0.9015357067456934,0.5601838312911979,0.6201827365918883,0.052477148151912976,0.15262571448678147,No,3,2,696,3,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Brookside,E05008827,0.6670694372068785,0.4884211611950669,0.6030120939725551,0.8337551024839326,0.5389259814139308,0.8069985452492617,0.48555888483585197,0,No,3,2,622,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Castle,E05008828,0.3753375553724586,0.14105922914848787,0.15783833826377505,0.3023875904885545,0.5639257362978817,0.9529842600840961,0.3448923562444323,0.5269943966264224,No,8,2,3224,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Eastfield,E05008831,0.3935770704621881,0.3590044576523031,0.40519160084460776,0.4201337295690936,0.49687377805583793,0.43996246187534205,0.02677993274419331,0.10898959881129268,No,3,3,699,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Headlands,E05008832,0.27899316564503623,0.3217325442119354,0.12940534066088913,0.4285809906291834,0.2362537870781371,0.3313570069752695,0,0.08666596209398995,No,2,3,517,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Kings Heath,E05008833,0.7625528565002249,0.670629779577148,0.7468949617633828,0.8765401484480431,0.9281803868645974,0.6799938146648673,0.25069894286999544,0,No,2,1,673,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Queensway,E05010038,0.8383413806690307,0.8285119441160953,0.7507690047349053,0.9537565363732895,0.5274510982442783,0.7704873145940603,0.2452864651159684,0,No,2,2,928,3,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Semilong,E05008848,0.481232697538938,0.3127213711974707,0.4111907302942522,0.6260112661589939,0.5472809558581619,0.6399844328002503,0,0.49049237287455555,No,6,2,946,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Spencer,E05008849,0.6604105263157893,0.4835587044534413,0.42038623481781373,0.7852307692307692,0.6149336032388664,0.7112955465587045,0.024117408906882583,0.279897975708502,No,2,3,600,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,St David's,E05008846,0.620201558777435,0.4070057136431678,0.33143065970440855,0.6158502645986043,0.6426808441855071,0.6851382026972893,0.3498236009304875,0.09181501289610726,No,1,2,612,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Swanspool,E05010041,0.6128063604704646,0.40538049242957575,0.5987539072400101,0.2875296856373142,0.6099222776041227,0.9588273117250053,0,0.08466062159143173,No,5,4,922,3,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,Talavera,E05008852,0.608630210438283,0.5957634239937256,0.416130600583417,0.6829438551141024,0.4013362971025221,0.8280712425022109,0.5205880587578579,0,No,6,2,1086,4,1,Urban,Urban city and town
Northamptonshire,04G,NHS Nene CCG,Priority,William Knibb,E05006003,0.440587626403376,0.3280257186081694,0.3113464447806354,0.3823779759534994,0.5334441436420098,0.9654275818138387,0,0.4742997053905565,No,4,3,1160,3,1,Urban,Urban city and town
Mid and South Essex,07G,NHS Thurrock CCG,Priority,Belhus,E05002230,0.3995672263118529,0.48035812699287483,0.36476154391213633,0.6224434614021965,0.11816074873046488,0.5673832815021848,0.38213498405700114,0,No,6,5,1048,1,1,Urban,Urban conurbation
Mid and South Essex,07G,NHS Thurrock CCG,Priority,Chadwell St Mary,E05002231,0.24774923379254868,0.34666483387807884,0.2951532924010548,0.6762185498569406,0,0.21496471881968413,0.13776129965075193,0,No,3,6,995,1,1,Urban,Urban conurbation
Mid and South Essex,99E,NHS Basildon and Brentwood CCG,Priority,Fryerns,E05004025,0.3648583320725773,0.39764848480583764,0.32159622265772053,0.8468816519539373,0.12052944715555852,0.5173208524352528,0.0628882102307711,0,No,3,4,1652,3,1,Urban,Urban city and town
Mid and South Essex,99E,NHS Basildon and Brentwood CCG,Priority,Laindon Park,E05004026,0.22508349298658908,0.32554745401386276,0.18688350178584995,0.4470498478127836,0.05555333351998431,0.22134360713700046,0.4824360753696689,0,No,4,5,1670,3,1,Urban,Urban city and town
Mid and South Essex,99E,NHS Basildon and Brentwood CCG,Priority,Lee Chapel North,E05004028,0.5567162316360006,0.55014691199543575,0.45950720296676645,0.6080243545856511,0.22875249607759235,1,0.2684326415632577,0,No,4,3,1485,3,1,Urban,Urban city and town
Mid and South Essex,99E,NHS Basildon and Brentwood CCG,Priority,Pitsea North West,E05004030,0.684572328596916,0.6528691299222632,0.6059875589397221,0.9252970880591309,0.4147506610806677,0.6862771998853066,0.4414899802472282,0,No,3,3,1653,3,1,Urban,Urban city and town
Mid and South Essex,99E,NHS Basildon and Brentwood CCG,Priority,Pitsea South East,E05004031,0.6743424246812207,0.5007570208090221,0.5710353830035518,0.7691740274784711,0.3948469348642686,0.9651919489612525,0.2997625659065936,0,No,4,5,1596,3,1,Urban,Urban city and town
Mid and South Essex,99E,NHS Basildon and Brentwood CCG,Priority,St Martin's,E05004032,0.5250056983530434,0.4299253648271146,0.38770931508446804,0.7527921929912907,0.0485597743982274,1,0.06662010803017208,0,No,3,4,1256,3,1,Urban,Urban city and town
Mid and South Essex,99E,NHS Basildon and Brentwood CCG,Priority,Vange,E05004033,0.7332809340906506,0.7118634851428374,0.6206161360007514,0.888420508865853,0.15678594909364132,0.9693266697315279,0.07490150425373096,0,No,3,2,1164,3,1,Urban,Urban city and town
Mid and South Essex,99F,NHS Castle Point and Rochford CCG,Priority,Canvey Island South,E05004087,0.3036005334123574,0.3036005334123574,0.36065693942962307,0.679747876878446,0.24527727304629926,0.26738113248746403,0.13022864985845853,0,No,6,8,710,1,1,Urban,Urban city and town
Mid and South Essex,99G,NHS Southend CCG,Priority,Kursaal,E05002216,0.6951982159075887,0.7449958851597113,0.6809762192079891,0.5647822972321835,0.6100879680364323,0.8503869655504718,0,0.2893186847861775,No,6,2,2009,4,1,Urban,Urban city and town
Mid and South Essex,99G,NHS Southend CCG,Priority,Milton,E05002218,0.41485606479670073,0.3371078940622512,0.32451598105748863,0.23644746960968172,0.30809688923667794,0.8989127843962637,0.015383594849723639,0.515633643195402,No,6,5,2136,4,1,Urban,Urban city and town
Mid and South Essex,99G,NHS Southend CCG,Priority,Victoria,E05002225,0.6820930536442744,0.7561649876884002,0.6895792413767758,0.6504026281080154,0.6049893626143876,0.6560688224557047,0.04890175629157461,0.12103241850455915,No,4,3,1965,4,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06M,NHS Great Yarmouth and Waveney CCG,Priority,Nelson,E05005795,1,1,1,1,1,0.8269290202946328,0,0.6082794293862812,No,2,1,1573,2,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06M,NHS Great Yarmouth and Waveney CCG,Priority,Southtown and Cobholm,E05005798,0.8578713861499555,0.8035876355882171,0.8035876355882171,0.9841369496065628,0.5641848846123344,0.2805193546397384,0,0.8448897230519795,No,3,1,712,2,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06M,NHS Great Yarmouth and Waveney CCG,Exemplar,Kirkley & Pakefield,E05012749,0.4259897963011592,0.4194106613647447,0.42457347038301385,0.4991189931350114,0.3186412574558277,0.36421746633154517,0,0.4921574070600592,No,2,6,2246,1,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06M,NHS Great Yarmouth and Waveney CCG,Exemplar,St Andrews,E05005797,0.31542448837325093,0.29724294179156496,0.3757839964148782,0.7914211024249365,0.048973260966986974,0.09644624807050736,0,0.46433252004182635,No,3,4,720,2,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,07J,NHS West Norfolk CCG,Priority,Fairstead,E05012331,0.5077208356331138,0.4187068554880953,0.31017662314095823,0.6398785715905911,0.6036961567832813,0.3868738611361041,0.31716820783462746,0,No,5,1,739,3,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,07J,NHS West Norfolk CCG,Priority,Gaywood Clock,E05012335,1,0.9026315789473683,0.95,1,0.95,0.3342105263157894,0,0,No,2,2,380,3,1,Urban,Urban city and town
